he_test ['העומד' 'שפסלו' 'האקס']
העומד (HVMD):	haomed	['haomed', 'homed']
הוקר (HVQR):	hukar	['hokar', 'hukar', 'huker', 'hoker']
ישוין (YSVYN):	yashvin	['yashvin']
אזדהרון (ZDHRVN):	izdaharun	['izdaharun']
שיתפנו (SYTFNV):	sheyitpanu	['sheyitpanu']
האוסרבטורה (HVSRVTVRH):	hoserbatura	['hoservatore']
בצערוי (VTZRVY):	btsaaroi	['btsaaroi']
לאויבים (LVYVYM):	lauivim	['loyvim']
שיקפל (SYQFL):	sheykapel	['sheykapel']
לאלקיותה (LLQYVTH):	lalkiutah	['lalkayuteh']
עפרוריות (FRVRYVT):	afruriyot	['afruriut']
החלטה (HCHLTH):	hakhalta	['hakhlata', 'hukhlta']
כשרץ (CHSRTZ):	ksrats	['ksherets']
לשלגי (LSLGY):	lshalgei	['lsalgi']
גדפיהו (GDFYHV):	gadpeyhu	['gadpayhu']
צמאתם (TZMTM):	tsmatem	['tsmetem']
לגמתי (LGMTY):	lgamti	['lagamti']
לואהבת (LVHVT):	lohavat	['livahavth']
ולהמלך (VLHMLCH):	vlhamelekh	['vlhimalekh']
מסמ (MSM):	msam	['msma', 'misma']
פורד (FVRD):	pored	['pord', 'ford', 'povrd']
ויקשרם (VYQSRM):	vyikshrem	['vyikshrem']
אפגים (FGYM):	apagim	['afgim']
ממצוקותי (MMTZVQVTY):	mimtsukotay	['mimts,ukotay', 'mimtsukotay']
נגנז (NGNZ):	nignaz	['nignaz']
שגדלתם (SGDLTM):	shegidlatam	['shegidaltem', 'shegdulatam']
ותיתעקרון (VTYTQRVN):	vtitakrun	['vtitakrun']
לאתערבא (LTRV):	litarba	['litarba']
ומלפניו (VMLFNYV):	vmilpanav	['vmilpanav']
ולשדרה (VLSDRH):	vlsadra	['vlashidrh']
קיצנית (QYTZNYT):	kitsnit	['keytsanit']
וקרוביה (VQRVVYH):	vkruveh	['vkroveyha']
שתשהי (STSHY):	shetishhe	['shetishhi']
ותמשיך (VTMSYCH):	vtamshikh	['vtamshikh']
בנתנא (VNTN):	bnatana	['bnatana']
הטהרוואדה (HTHRVVDH):	htahrvavada	['htheravavada']
חלמה (CHLMH):	khalma	['khalama', 'khelmeh']
דנסיב (DNSYV):	dinsiv	['dnasiv', 'dinsiv']
שמתעשרות (SMTSRVT):	shemitashrot	['shemitasorot']
גונגול (GVNGVL):	gongol	['gongol']
מנמוסינה (MNMVSYNH):	menmusina	['mnemosine']
ראשון־לציון (RSVN_LTZYVN):	rishon-ltsion	['rishon-ltsion']
שיגזר (SYGZR):	sheyigzer	['sheyigazer', 'sheyigzor']
המלחך (HMLCHCH):	hamlakhacha	['hmlakhekh']
ויתבני (VYTVNY):	vyitbnei	['vyitbnei']
ולהשטין (VLHSTYN):	ulhashtin	['ulhasotin']
תוכחא (TVCHCH):	tokka	['tokeka']
ערשי (RSY):	arshe	['arsoi', 'arsi']
ב׳״אוכל (V__VCHL):	bokel	['bokhal']
מל״ב (ML_V):	malav	['milv']
לעשבי (LSVY):	lashbei	['lisbe', 'lisbei']
וידברם (VYDVRM):	vyidbrem	['vaydabrem']
מסמך (MSMCH):	mismakh	['mismakh', 'mismkh', 'musmakh', 'msamekh', 'musmkh']
לפרת (LFRT):	lifrot	['lpert']
מפסיקתה (MFSYQTH):	mipsikatah	['mapsikatah']
ח׳ל (CH_L):	khali	['khal']
שהאב (SHV):	shev	['shav', 'shihab', 'sehaav', 'shehaav', 'sihab', 'sihav']
צליין (TZLYYN):	tsalyayn	['tsalyayn']
תאל (TL):	tel	['tal']
דכנופייא (DCHNVFYY):	dikhnufyaya	['dikhnufyaya']
ולזרוע (VLZRV):	vlizroa	['vlizroa']
ריח־ניחח (RYCH_NYCHCH):	reyk-nikhokh	['reykha-nikhokh']
דמחשבתא (DMCHSVT):	dmakhashavta	['dmakhashavta']
שמתרככים (SMTRCHCHYM):	shemitrakkim	['shemitrakkim']
ומכסיפה (VMCHSYFH):	umaksifa	['umaksipa']
אמיצה (MYTZH):	amitsa	['amitsh']
מסגריא (MSGRY):	msagriya	['masgraya']
מקלוהן (MQLVHN):	mikaluhen	['mekluhen']
ש״אנחנו (S_NCHNV):	sankhenu	['sanakhnu']
פגה (FGH):	paga	['paga', 'pagh']
הרפות (HRFVT):	harafot	['harifot']
כל־חזה (CHL_CHZH):	kal-khaze	['kal-khoze']
הלוא־תגיד (HLV_TGYD):	halo-tagid	['halo-tagid']
אנרגטי (NRGTY):	anargati	['energeti']
והמשתגעים (VHMSTGYM):	vhamishhtagim	['vhamishhtagim']
יומוהי (YVMVHY):	yomohi	['yomohi']
ורעדים (VRDYM):	vradim	['vradim']
הקנדס (HQNDS):	hkandas	['hakaundes', 'hakaundas']
ממבו (MMVV):	mimbo	['mambo']
אשר־הסיר (SR_HSYR):	asher-hesir	['asher-hesir']
שקשוק (SQSVQ):	shekaashuk	['siksuk', 'shikshuk']
וכז (VCHZ):	vkaz	['vkaz']
דאוליד (DVLYD):	dolid	['dolid']
יבארכ (YVRCH):	yvaarek	['yibarek']
מקמך (MQMCH):	mkamakh	['mikaamakh']
ובחאן (VVCHN):	vvkhen	['vvkhaen']
ופרנסיו (VFRNSYV):	vfransyo	['vfarnasv', 'ufarnasav']
לעלאה (LLH):	lilaa	['lilaa']
השרשה (HSRSH):	hasharshh	['hashrashh', 'hushrshh']
סירס (SYRS):	sirs	['sirs']
שבסלע (SVSL):	shebasla	['shebasela']
רבדה (RVDH):	ravdh	['rubda']
מוסקה (MVSQH):	muska	['moseka', 'musakh', 'moske', 'muskh']
איובה (YVVH):	ayova	['ayova']
דפוזיציה (DFVZYTZYH):	dhpozitsya	['depozitsya']
יאכלם (YCHLM):	yokhlam	['yokhlem']
כל־היום (CHL_HYVM):	kal-hayom	['kal-hayom', 'kal-hay,om']
עקביא (QVY):	akavaya	['akavya']
הצרורין (HTZRVRYN):	hatserurin	['hatsrurin']
כייף (CHYYF):	kyayf	['kayif']
ותעיר (VTYR):	vtair	['vtair']
יבהתון (YVHTVN):	yvahatun	['yvaatun', 'yvatun']
ולפתנו (VLFTNV):	vlfatenu	['vlpitenu']
שתתחונן (STTCHVNN):	shetitkhonen	['shetitkhonen']
בחוללות (VCHVLLVT):	bkholalot	['bkhollut']
לא־כרעו (L_CHRV):	lo-karau	['lo-kharu']
צ׳וי (TSHVY):	choi	['choi']
בהראשון (VHRSVN):	bharishon	['bharishon']
ובקדושין (VVQDVSYN):	vvkidushin	['vvkidushin']
פמה (FMH):	pema	['peme', 'pama', 'pem', 'pema']
מורשים (MVRSYM):	morshim	['murshim']
מהשר (MHSR):	mehashar	['mehasoar']
הצדן (HTZDN):	hatsadan	['hatsadan']
שנקדה (SNQDH):	shenikda	['shenakda']
תרעתא (TRT):	tirata	['tirata']
השקם (HSQM):	hashakem	['hskem', 'hashkem']
קורציה (QVRTZYH):	kortsya	['kurtseh']
כעלמות (CHLMVT):	kaalamot	['kaalamut']
שנתבשרו (SNTVSRV):	shenitbasru	['shenitbasru']
המדרגים (HMDRGYM):	hamidragim	['hmdargim']
החדשה״ויאמר (HCHDSH_VYMR):	hakhadash	['hkdshvayomer']
שיזבינין (SYZVYNYN):	shezvinin	['shezbinin']
ויערץ (VYRTZ):	vyaarets	['vyearets']
כל־צבי (CHL_TZVY):	kal-tsevi	['kal-tsvi']
שנעשה (SNSH):	sheneash	['shenaash', 'snase', 'shenaase', 'sneesh', 'senaash', 'senaase', 'shenash', 'snaash']
רצת (RTZT):	retset	['rtsta', 'ratsat']
שהגן (SHGN):	shagen	['shegen', 'shegn', 'shehagan', 'shgen']
למבוא (LMVV):	lmivo	['limvo']
הכתם (HCHTM):	hakotam	['hkatom', 'haketem', 'hketem']
כתלוש (CHTLVS):	kitlush	['ktalush']
שבנית (SVNYT):	shebanit	['shebanith']
יחגר (YCHGR):	yakhgor	['yakhgor', 'ykgor']
והבאותך (VHVVTCH):	vahabiotkha	['vahabioticha']
כלפיד (CHLFYD):	kalpid	['klapid', 'kalapid']
למשדא (LMSD):	lmishda	['lmishda']
לחמניה (LCHMNYH):	lakhmaniyh	['lakhmaniyh', 'lakhmnyh']
והשפחות (VHSFCHVT):	vhashifkhot	['vhashpakhot']
הברתי (HVRTY):	habrati	['haberoti', 'havarati']
מקרסנוירסק (MQRSNVYRSQ):	mkarsenvirask	['mkrasnoyarsk']
מרלייה (MRLYYH):	marlie	['merlii']
טבעים (TVYM):	tavim	['tvaim']
ומשכרתו (VMSCHRTV):	vmishkarto	['vmaskurto']
ראשים (RSYM):	roshim	['rashim']
ובירידתם (VVYRYDTM):	vviridatam	['uvyridatam']
בלדור (VLDVR):	blidur	['baldur']
מכל־שבטי (MCHL_SVTY):	mikal-shivtei	['mikal-shivtei']
אוקסינטריד (VQSYNTRYD):	oksintrid	['uksintryd']
בפטיסט (VFTYST):	bpatist	['baptist']
משיא־הר־חרמון (MSY_HR_CHRMVN):	mashi-har-khermon	['misoi-har-khermon']
פרושיה (FRVSYH):	parusheha	['perusheha']
מאריך (MRYCH):	marikh	['mearikh', 'maaricha', 'maarikh']
ויללה (VYLLH):	villa	['vilalh']
בקיטיס (VQYTYS):	bkitis	['bakaytys']
העלמת (HLMT):	haalemet	['haalamat']
אסתחרן (STCHRN):	istakharan	['istakharan']
וכשיורד (VCHSYVRD):	vksheyored	['vksheyored']
מעגלונה (MGLVNH):	maglona	['meeglona']
בהורמנא (VHVRMN):	bhormana	['bihurmana']
בסאלון (VSLVN):	bsalon	['baslon']
צורפי (TZVRFY):	tsorpei	['tsorpei']
ויתעמל (VYTML):	vyitamel	['vyitamel']
המאוים (HMVYM):	hamoyim	['hmuiam']
לאתגרי (LTGRY):	litgarei	['letgre']
משכניהון (MSCHNYHVN):	mashkneihon	['mashkneyhon']
שרשע (SRS):	sharasha	['srasa', 'sherasha', 'sresa']
הסתות (HSTVT):	hastut	['hasatot']
מחכמת (MCHCHMT):	meakhkmat	['meakhkmat']
ותיש (VTYS):	vteys	['vtayish', 'vtyis']
והסלעים (VHSLYM):	vhaslaim	['vhaslaim']
שהשתרגו (SHSTRGV):	shehishtargu	['shishtargu']
השחורות (HSCHVRVT):	hashkhorot	['hashkhorot', 'hskhorut']
שחוקקין (SCHVQQYN):	shekokkin	['shekokkin']
שנשתנית (SNSTNYT):	shenishhtanit	['shenishhtanet', 'shenishhtanit']
בחוטיהון (VCHVTYHVN):	bakhuteyhon	['bkhutehon']
החרש (HCHRS):	hakheres	['hkhers', 'hkres', 'hkhrs', 'hkhars', 'hkhors', 'hkheres', 'hkharas', 'hakheres', 'hekharash', 'hkharash', 'hakhoresh', 'hakresh', 'hekherish', 'hakharesh', 'hakheresh']
לזרעונים (LZRVNYM):	lzeronim	['lazaeronim']
ועדרים (VDRYM):	vedrim	['vaadarim']
ואפתח־פי (VFTCH_FY):	veftak-pi	['vaeftaak-pi']
ל׳אומבר (L_VMVR):	lomber	['lombr']
אימפ (YMF):	imp	['imph']
שטאטאתי (STTTY):	shetaatati	['setaiteti']
כשחכתה (CHSCHCHTH):	kshekaatah	['kskhikt']
וכשיודע (VCHSYVD):	vksheyode	['vksheodea', 'vksheyiuada']
יתפרן (YTFRN):	yitpran	['yitpren']
כשהתינוק (CHSHTYNVQ):	kshehatinok	['kshehatinok']
ואביא (VVY):	vavya	['vaavi', 'vavi']
אאוסצוג (VSTZVG):	austsug	['austsug']
ממטתו (MMTTV):	mimitato	['mimitato', 'mimitaato']
ואשתמיטת (VSTMYTT):	vishhtmitat	['vishhtmitat']
הבזינו (HVZYNV):	habazino	['hivzeinv']
כלילי (CHLYLY):	klili	['klilei']
אינאגלה (YNGLH):	ingla	['inegale']
ומגלחת (VMGLCHT):	vmgalakhat	['vmgalakhat']
בפוריא (VFVRY):	bhfuraya	['bpuria', 'bpuraya', 'bhfurya', 'bapurya']
ובאמרו (VVMRV):	uvaamaro	['uvamro']
מיסתכין (MYSTCHYN):	mistakin	['mistakin']
ג׳ניו׳אן (JNYV_N):	jenyun	['jenyuan']
לנימפומניה (LNYMFVMNYH):	lnimpomanya	['lnimfomaniya']
מעיא (MY):	maya	['meaya']
קטריגנא (QTRYGN):	kitrigna	['katrigna']
בודקים (VVDQYM):	bodkim	['bodkim']
לשמארובוז (LSMRVVVZ):	lsmarvoz	['lsmarovoz']
שבצו (SVTZV):	shebatsu	['savtsv', 'subtsu']
ומגסיא (VMGSY):	vmigshaya	['vmagisaya']
וכיונה (VCHYVNH):	vkiyuna	['vkayona', 'vkyona']
דבקרויכון (DVQRVYCHVN):	divkareikhon	['divkirveikon']
שפושטים (SFVSTYM):	shepostim	['sheposhtim']
יעצתי (YTZTY):	yaatsti	['yaatsti']
האונן (HVNN):	haonen	['haonen']
שאפולון (SFVLVN):	sapolon	['sapolon']
במילחא (VMYLCH):	bmilaka	['bmilka']
פליצה (FLYTZH):	plitsa	['pelytse', 'pelytsehe']
ובשלמים (VVSLMYM):	vvshalmim	['uvishlamim']
שהיינו (SHYYNV):	sheheyynu	['shehayinu']
אשר־יאמרו (SR_YMRV):	asher-yomru	['asher-yomru']
וכלבין (VCHLVYN):	vkilbin	['vkhalbin']
וקיתונות (VQYTVNVT):	vkitonot	['vkitonot']
שאחריתה (SCHRYTH):	sheakharyatah	['sakharitah']
כשנתקרבנו (CHSNTQRVNV):	kshenitkarbenu	['kshenitkaravnu']
הסטואי (HSTVY):	hastui	['hstoi']
גנגנם (GNGNM):	gangnam	['gangnam']
בחרוך (VCHRVCH):	bakharukh	['bhkherukh']
זריך (ZRYCH):	zerikh	['zarayikh']
וקושרן (VQVSRN):	vkoshran	['vkoshran']
דבדיינא (DVDYYN):	dvadayeina	['divdayayna']
האפיק (HFYQ):	hafik	['haafik', 'hepik']
כפניות (CHFNYVT):	kafniot	['kafniot', 'kifniot']
דרשימן (DRSYMN):	dirshiman	['dirshiman']
ותשתוחח (VTSTVCHCH):	vtishtokeakh	['vtishtokeakh']
אאוקטור (VQTVR):	auktor	['auktor']
ממחיבי (MMCHYVY):	mimkhibe	['mimkhuybei']
לקוולאם (LQVVLM):	lkoolam	['lkovalam']
וביו (VVYV):	vbav	['vbiyov']
ונמוח (VNMVCH):	vnimokh	['vnimokh']
גוגו (GVGV):	gogo	['gogo']
שנעזר (SNZR):	sheneezer	['seneazer', 'sneazer']
בל־מנעת (VL_MNT):	bal-mnaat	['bal-manath']
אחשורש (CHSVRS):	akhshoresh	['akhashverosh', 'aksuros']
לאבנט (LVNT):	lavnet	['lavnet']
בענא (VN):	bana	['bana', 'baana']
תמרי (TMRY):	timri	['tamri', 'tomri', 'tamrei', 'tamari']
האפוריה (HFVRYH):	haforeh	['hapori']
דכה (DCHH):	dka	['dakh', 'dakha']
סתמום (STMVM):	stamum	['sitmum']
להשב (LHSV):	lhashav	['lheshev', 'lhashev']
כילד (CHYLD):	kilad	['kyeled', 'kayld', 'kayeled']
ונשארו (VNSRV):	vnisharu	['vnisharu']
שצפה (STZFH):	shetsipa	['satsp', 'shetsafa', 'satspa', 'stsaf', 'shetsiph']
שמתכנפין (SMTCHNFYN):	shemitkanfin	['shemitkanfin']
תמצץ (TMTZTZ):	timtsets	['timtsots']
לארבעתם (LRVTM):	larbatam	['larbatam']
דוסו (DVSV):	doso	['doso']
לשהותשהה (LSHVTSHH):	lashhotshaha	['lshutshaha']
ישולם (YSVLM):	yshulam	['yshulam']
וצוארון (VTZVRVN):	vtsoaron	['vtsauaron']
פרקני (FRQNY):	pirkanei	['pirkani']
הפיצות (HFYTZVT):	hapitsot	['hapitsot']
וחדיאו (VCHDYV):	vakhadiu	['vkhadiu']
דליעול (DLYVL):	dliol	['dleyul']
לקור (LQVR):	lkor	['lkor', 'lakor', 'lakur']
יסתובב (YSTVVV):	yistovev	['yistovev']
ונפדים (VNFDYM):	vnafdim	['vnifdim']
שמפשילין (SMFSYLYN):	shemafshilin	['shemafshilin']
ניכוין (NYCHVYN):	nikvin	['nikhauen']
בתמתך (VTMTCH):	btamtakh	['btumatecha']
ירחיב (YRCHYV):	yarkhiv	['yarkhiv']
זוחלא (ZVCHL):	zokhala	['zokhala']
וראוה (VRVH):	vrava	['vrauha']
שתרצה (STRTZH):	shetirtse	['strats', 'shetirtse']
לרבית (LRVYT):	lrabit	['lribit']
סליפ (SLYF):	slip	['slip']
אפשיטנה (FSYTNH):	afshitenh	['afshitenh']
המשא (HMS):	hamasoa	['hamasa', 'hmsa', 'hamasha', 'hamasaa', 'hamasoa']
כמבואי (CHMVVY):	kimvuoei	['kimvoei']
ומספקני (VMSFQNY):	vmsapkani	['vmsupakni']
מזויות (MZVYVT):	mzuyot	['mzuiyot']
כומידי (CHVMYDY):	komidi	['kumidi']
טמירו (TMYRV):	tamiru	['tmiru']
ותציל (VTTZYL):	vtatsil	['vtatsil']
יהרסון (YHRSVN):	yehersun	['yeharesun']
בבבר (VVVR):	bvaber	['bbeber']
ויתתקן (VYTTQN):	vyittakaen	['vyittakan', 'vyittakaen', 'vyittakaan']
ומזוזות (VMZVZVT):	vmzozot	['vmzuzot']
יצירתן (YTZYRTN):	ytsiratan	['ytsiratan']
בעקרות (VQRVT):	bakrot	['baakarut']
שהממנים (SHMMNYM):	shehammunim	['sheammunim']
והכורמים (VHCHVRMYM):	vhakormim	['vhakormim']
תתימרו (TTYMRV):	titmaru	['tityamaru']
תתצו (TTTZV):	tittsu	['ttotsv', 'titotsu']
יתקלס (YTQLS):	yitkales	['yitkalas', 'yitkales']
ל״קט (L_QT):	lkt	['lkat']
בליצנותא (VLYTZNVT):	bleytsanuta	['bleytsanuta']
מחכמה (MCHCHMH):	mkhakma	['meakhkma']
המאד׳ון (HMDHVN):	hmadhon	['hmahthun']
לעשקם (LSQM):	lasokam	['lashkam']
שמדותי (SMDVTY):	shemidotay	['shemidotay']
רחימאן (RCHYMN):	rkhiman	['rkhiman']
חזעה (CHZH):	khazaa	['khiza']
בבוהננפירטל (VVVHNNFYRTL):	bbuohnapirtal	['bbohnenpyrtel']
שאסורים (SSVRYM):	sheasurim	['sheasurim']
אמוריא (MVRY):	amoraya	['amuraya']
החשבונית (HCHSVVNYT):	hakhashavonit	['hakheshbonit']
סופלקי (SVFLQY):	suplaki	['suflaki']
ומחזק (VMCHZQ):	vmkhazaek	['umukhzak', 'vmkhazek', 'vmkhazaek']
לכל־בית־יוסף (LCHL_VYT_YVSF):	lkhal-bet-yosef	['lkhal-bet-yosef']
ו״ריחיא (V_RYCHY):	vrikhaya	['vrekhaya']
והרקוד (VHRQVD):	vharikud	['vharikud']
קונטרבייסה (QVNTRVYYSH):	kontravayys	['kontravyeysa']
ותתעכבון (VTTCHVVN):	vtitakvun	['vtitakvun']
העליונה (HLYVNH):	helyona	['haelyona']
ותלויה (VTLVYH):	vtluya	['vtluya']
יהדיה (YHDYH):	yhadya	['yhudiyh']
ואסתאבן (VSTVN):	vistaavan	['vistaavan']
שהשומעין (SHSVMYN):	shehashomein	['shehashomin']
המשקלל (HMSQLL):	hamishkalel	['hmshuklal']
בגעגועים (VGGVYM):	bgaguim	['bgiaguim']
שמכנה (SMCHNH):	shemkane	['smkunh']
טורוויחה (TVRVVYCHH):	turvivyakh	['torevvyeakh']
וקיטל (VQYTL):	vkitl	['vkitl']
יהיו־נא (YHYV_N):	yihyu-na	['yihyu-na']
אינדיאן (YNDYN):	indian	['in,dyen']
חבוקים (CHVVQYM):	khavukim	['khibukim']
כשנח (CHSNCH):	kshenokh	['ksnokh']
מהרנה (MHRNH):	meharne	['maherna']
לפארפיון (LFRFYVN):	lpaarpiyon	['lparpyon']
אידל (YDL):	idel	['eidel']
להתיקר (LHTYQR):	lhityakaer	['lhityakaer']
ויתבר (VYTVR):	vyitbar	['vyitbar', 'vyithvar']
והראני (VHRNY):	vharani	['vhareni', 'vhirani', 'vhirni']
אהבות (HVVT):	ahavot	['ahavot']
אברזין (VRZYN):	avrazin	['avarzyn']
האינרטי (HYNRTY):	hinarti	['hinerti']
יפלא (YFL):	yipale	['yifale', 'yipale', 'yafli', 'yfala', 'ypala', 'yipala', 'yipila', 'yipla', 'ypli']
שיתמשך (SYTMSCH):	sheyitmashekh	['sheyitmashekh']
ודנגלר (VDNGLR):	vdingler	['vdanglar']
ומבתרים (VMVTRYM):	vmvutarim	['vmvutarim']
ובדוחקא (VVDVCHQ):	vvdokhaka	['vvdokhaka', 'vvdokhka']
נפצח (NFTZCH):	niftsakh	['niftsakh']
ואנגירס (VNGYRS):	vangiras	['vaׇn,gyrׇs']
העתיד (HTYD):	haatid	['heatid', 'heatyd']
פתע (FT):	pata	['peta']
עיטפיה (YTFYH):	eytpeyh	['itpeyh']
ויתמכרו (VYTMCHRV):	vyitmakru	['vayitmakru']
קליפסו (QLYFSV):	klipso	['kalypso']
ומבור (VMVVR):	vmavor	['umivor']
וארטה (VRTH):	varta	['varta']
נעכר (NCHR):	neekar	['nekar']
גבלדון (GVLDVN):	gavldon	['gavaldun']
תמנייא (TMNYY):	timnayaya	['tmanyaya']
לשבאים (LSVYM):	lshivim	['lishhvayim']
לנואש (LNVS):	lnoes	['lnoas']
פזנית (FZNYT):	pazanit	['pozneit']
ונלקים (VNLQYM):	vnilkim	['vnilkim']
תבירו (TVYRV):	tviru	['taviru', 'tviru']
את־דבריו (T_DVRYV):	et-dhvarav	['et-dhvarav']
בארוג (VRVG):	barug	['baarug']
וסכריה (VSCHRYH):	vsachriyh	['vsachreh']
החן (HCHN):	hkhan	['hakhen', 'hkhen']
את־יפיך (T_YFYCH):	et-yafikh	['et-yafyekh']
באבוך (VVVCH):	babukh	['baavukh', 'bavukh']
דנטלן (DNTLN):	dnatlan	['dnatlan']
האורים (HVRYM):	haurim	['haurim']
כמלקדמוי (CHMLQDMVY):	kmalkadamoi	['kmilkadamoi']
ייםיצו (YYMYTZV):	yymitsu	['yimytso']
השחרו (HSCHRV):	hashkharu	['hushkharu']
ומה־בידי (VMH_VYDY):	vma-byadi	['vma-byadi']
תקשור (TQSVR):	tikshor	['tikshur']
מתבסמאן (MTVSMN):	mitbasman	['mitbasman']
אדמך (DMCH):	adamcha	['admcha', 'adamecha', 'adamkha']
נורדאהל (NVRDHL):	nordaal	['nordahl']
נחשבת (NCHSVT):	nekshevet	['nekshevet', 'nekeshevet']
מפזז (MFZZ):	mpazez	['mpazaez']
בחייו׳ (VCHYYV_):	bkhayav	['bkhayayw']
מיד־אויבי (MYD_VYVY):	mid-oybay	['miyad-oybay']
שגזמה (SGZMH):	shegazamh	['shegazma']
מתחיל (MTCHYL):	matkhil	['matkhil']
מפיסו (MFYSV):	mfisu	['mifaysu']
בקטנו (VQTNV):	biktano	['bkatno']
לריגלוי (LRYGLVY):	lrigloi	['lrigloi']
בסרכוי (VSRCHVY):	bsirkhoi	['bsarkhoi']
צאנם (TZNM):	tsonam	['tsonam', 'tsnam', 'tsnaam']
פתותים (FTVTYM):	pitutim	['ptotim']
מסמסמיך (MSMSMYCH):	masmasmikh	['masmasmikh']
גאוס (GVS):	gaus	['gaus']
דגורם (DGVRM):	dgoram	['dgorem']
חובש (CHVVS):	khovesh	['khobesh', 'khovs', 'khoubos', 'khouvhs']
וצעקתי (VTZQTY):	vtsaakti	['vtsaakti']
הלוגוגרף (HLVGVGRF):	hlograf	['hlogograf']
בהשמת (VHSMT):	bhashmat	['bhosamat']
ה״מן (H_MN):	hman	['hman']
הגקורה (HGQVRH):	hagkora	['hagakure']
מתרפה (MTRFH):	mitraph	['mitrape']
דשתלו (DSTLV):	dshatalu	['dshatlu']
באוכלי (VVCHLY):	bukhle	['bokhle']
מועמדותו (MVMDVTV):	moamduto	['muamadutv']
דנוקבתא (DNVQVT):	dnukbata	['dnukvta']
מחללנה (MCHLLNH):	mekhalalena	['mkhallinah']
ליצט (LYTZT):	leytset	['litset', 'lytset']
משרייתא (MSRYYT):	mashiryayta	['mashiryayta']
ובבשרך (VVVSRCH):	uvivsarekh	['uvivsarcha']
פוליקסנה (FVLYQSNH):	poliksna	['poliksene']
מטיטיב (MTYTYV):	matitiv	['mitaitayev']
ויתתי (VYTTY):	vyatati	['vyitete']
המתהלל (HMTHLL):	hamithalel	['hamithalel']
וכדרבה (VCHDRVH):	vkidrava	['vkidrabh']
בדונג (VDVNG):	bdong	['bdonag']
בטמירותא (VTMYRVT):	bitmiruta	['bitmiruta']
יפק (YFQ):	yipak	['ypok', 'yafek', 'ypak']
ארפך (RFCH):	arpakh	['arpkha']
תאר (TR):	toar	['toar', 'tora', 'tear', 'ter', 'tor', 'taar', 'taer', 'taaor', 'tar', 'teer', 'taor']
מיושבת (MYVSVT):	myushevet	['myushavet']
אקספקטו (QSFQTV):	ekspakto	['ekspekto']
ובארבעה (VVRVH):	vvarba	['vvarbaa']
קוזמיטין (QVZMYTYN):	kozmitin	['kuzmitin']
בפומוי (VFVMVY):	bhfumoi	['bhfumoi']
הפסוקים (HFSVQYM):	hapsukim	['hapsukim']
נסבו (NSVV):	nisvu	['nsabu', 'nasabu', 'nesvo', 'nsbo']
שייטב (SYYTV):	syytav	['sheyitav']
שוכה (SVCHH):	soke	['suko', 'soko', 'soukֺ', 'souko', 'sooko']
הקהליה (HQHLYH):	hkahelya	['hkhilya', 'hkhiliya']
המקניטן (HMQNYTN):	hamaknitan	['hamaknitan']
לארסה (LRSH):	larsa	['larsa']
לסלטה (LSLTH):	lsalta	['lsalata']
תורשי (TVRSY):	torshe	['torasi']
המידיצ׳ית (HMYDYTSHYT):	hmidichiyt	['hmeidichiyt']
תמוואטים (TMVVTYM):	tmuvatim	['tamevuatim']
שהועילו (SHVYLV):	shehoilu	['shehoilu']
שניאטקוב (SNYTQVV):	snitakov	['sniatkov']
פרודא (FRVD):	paroda	['prouda', 'pruda', 'paroda', 'peruda', 'piruda', 'fruda']
לאתתקף (LTTQF):	littakaef	['littakaf']
שיתקדשו (SYTQDSV):	sheyitkadshu	['sheyitkadshu']
בצדיקא (VTZDYQ):	btsadika	['btsadika']
פנייך (FNYYCH):	panayikh	['panayykh']
בקרואים (VQRVYM):	bkaruim	['bikruim', 'bakaruim']
בהרי״ף (VHRY_F):	baharif	['bharif']
אתיהיבא (TYHYV):	ityhiva	['ityaiva']
כבונה (CHVVNH):	kvuna	['kbone']
ביחידות (VYCHYDVT):	bikidut	['bikhidut']
מקרט (MQRT):	mikrt	['makart']
ומסאבא (VMSV):	vmsaava	['vmsaava']
נגשים (NGSYM):	nigsim	['nigasim', 'nigashim']
וכשמסירים (VCHSMSYRYM):	vkshemsirim	['vkshemsirim']
דשבשתא (DSVST):	dshabeshhta	['dshabeshhta']
רידרמרק (RYDRMRQ):	ridermark	['rydermark']
וגוללו (VGVLLV):	vgollo	['vgollo']
איטיל (YTYL):	itil	['itil']
ישבנו (YSVNV):	yashavnu	['yashavnu', 'yasavnu', 'yasvnu']
הרימון (HRYMVN):	harimon	['hrimon']
למפנקים (LMFNQYM):	lampankim	['limpunakim']
קאפע (QF):	kapa	['kape']
בשמח (VSMCH):	bhsimkh	['bhsimkh']
כתיל (CHTYL):	katil	['ktayil']
מוצקים (MVTZQYM):	motskim	['motskim', 'mutsakim']
משיזבא (MSYZV):	misheyzaba	['mshezba', 'mshezava']
גרסט (GRST):	grest	['grest']
לתכלתא (LTCHLT):	litkhalta	['litkelta']
וייסבקר (VYYSVQR):	vyeysboker	['vyysbeker']
והמונה (VHMVNH):	vhamune	['vahamonah', 'vhamona']
הענוה (HNVH):	haanuha	['haanava', 'hanava']
במידי (VMYDY):	bmidi	['bmide', 'bmidi', 'bmyadi']
הדרתיה (HDRTYH):	hadrateh	['hidartiha']
הברחמי (HVRCHMY):	hbrakhami	['habarkhumi']
בקבתה (VQVTH):	bkibatah	['bkovatah', 'bkevatah']
